marker_a,marker_b,gate,n_patients,tumor_q10,tumor_median,tumor_mean,benign_prostate_median,benign_prostate_worst,worst_healthy_all,worst_healthy_all_tissue,worst_healthy_all_celltype,worst_healthy_xprostate,worst_xp_tissue,worst_xp_celltype,worst_xp_n_donors,worst_xp_n_cells,worst_all_n_donors,worst_all_n_cells,malignant_vs_benign,selectivity_xprostate,both_surface,on_frontier_all,on_frontier_surface,rank_surface
CD46,DLL3,AND,18,0.0,0.018620688,0.029131684,0.004202254,0.053333335,0.2,tongue,taste receptor cell,0.2,tongue,taste receptor cell,2,29,2,29,0.014418434,-0.18137932,True,False,False,340
CDH1,DLL3,AND,18,0.0,0.016312998,0.02537574,0.0032480108,0.026666667,0.2,tongue,taste receptor cell,0.2,tongue,taste receptor cell,2,29,2,29,0.013064987,-0.183687,True,False,False,341
SLC45A3,MSLN,AND,18,0.0,0.0,0.003927045,0.000698324,0.036363635,0.19587629,ovary,glandular epithelial cell,0.19587629,ovary,glandular epithelial cell,3,232,3,232,-0.000698324,-0.19587629,True,False,False,342
SLC45A3,FOLR1,AND,18,0.0,0.0,0.002025336,0.002304089,0.018181818,0.2,ovary,glandular epithelial cell,0.2,ovary,glandular epithelial cell,3,232,3,232,-0.002304089,-0.2,True,False,False,343
NECTIN4,DLL3,AND,18,0.0,0.0,0.009909168,0.0,0.0063965884,0.2,tongue,taste receptor cell,0.2,tongue,taste receptor cell,2,29,2,29,0.0,-0.2,True,False,False,344
ERBB2,CDH16,AND,18,0.0,0.0,7.159221e-05,0.0,0.03448276,0.20037775,tongue,stratified squamous epithelial cell,0.20037775,tongue,stratified squamous epithelial cell,4,12251,4,12251,0.0,-0.20037775,True,False,False,345
STEAP2,CEACAM5,AND,18,0.0,0.0,0.0025150778,0.0027727364,0.03926097,0.20139767,lung,respiratory goblet cell,0.20139767,lung,respiratory goblet cell,4,978,4,978,-0.0027727364,-0.20139767,True,False,False,346
CD46,CD70,AND,18,0.0,0.0,0.0025353956,0.0,0.0046875,0.20402873,lymph node,plasma cell,0.20402873,lymph node,plasma cell,6,3609,6,3609,0.0,-0.20402873,True,False,False,347
CEACAM5,MME,AND,18,0.0,0.0,0.0015826616,0.0,0.011547344,0.20930232,small intestine,"BEST4+ intestinal epithelial cell, human",0.20930232,small intestine,"BEST4+ intestinal epithelial cell, human",5,877,5,877,0.0,-0.20930232,True,False,False,348
GRPR,TACSTD2,AND,18,0.0,0.0,0.017289052,0.0,0.008888889,0.21018463,pancreas,pancreatic acinar cell,0.21018463,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.21018463,True,False,False,349
CD46,CDH16,AND,18,0.0,0.0,0.00030853593,0.0,0.03448276,0.21774405,tongue,stratified squamous epithelial cell,0.21774405,tongue,stratified squamous epithelial cell,4,12251,4,12251,0.0,-0.21774405,True,False,False,350
STEAP1,CEACAM5,AND,18,0.0,0.0,0.0025731067,0.0017123288,0.04157044,0.21822257,lung,respiratory goblet cell,0.21822257,lung,respiratory goblet cell,4,978,4,978,-0.0017123288,-0.21822257,True,False,False,351
STEAP4,CEACAM5,AND,18,0.0,0.0,0.0020435273,0.002688172,0.053117782,0.2195122,respiratory system,mucus secreting cell,0.2195122,respiratory system,mucus secreting cell,5,269,5,269,-0.002688172,-0.2195122,True,False,False,352
NECTIN4,CDH16,AND,18,0.0,0.0,0.00010622477,0.0,0.0023094688,0.2235713,tongue,stratified squamous epithelial cell,0.2235713,tongue,stratified squamous epithelial cell,4,12251,4,12251,0.0,-0.2235713,True,False,False,353
PSCA,CEACAM5,AND,18,0.0,0.0,0.0015826616,0.002688172,0.06004619,0.23504746,lung,respiratory goblet cell,0.23504746,lung,respiratory goblet cell,4,978,4,978,-0.002688172,-0.23504746,True,False,False,354
CDH1,CDH16,AND,18,0.0,0.0,0.00030853593,0.0,0.03448276,0.2357325,tongue,stratified squamous epithelial cell,0.2357325,tongue,stratified squamous epithelial cell,4,12251,4,12251,0.0,-0.2357325,True,False,False,355
HPN,MSLN,AND,18,0.0,0.0,0.0028921631,0.0,0.0066115703,0.24742268,ovary,glandular epithelial cell,0.24742268,ovary,glandular epithelial cell,3,232,3,232,0.0,-0.24742268,True,False,False,356
TACSTD2,CDH16,AND,18,0.0,0.0,0.00030853593,0.0,0.03448276,0.24748582,tongue,stratified squamous epithelial cell,0.24748582,tongue,stratified squamous epithelial cell,4,12251,4,12251,0.0,-0.24748582,True,False,False,357
CD276,MUC1,AND,18,0.0,0.041514043,0.059632406,0.028362677,0.08812261,0.29268292,respiratory system,mucus secreting cell,0.29268292,respiratory system,mucus secreting cell,5,269,5,269,0.013151366,-0.25116888,True,False,False,358
PSCA,MME,AND,18,0.0,0.05645477,0.07788893,0.04426931,0.18151815,0.31125748,bladder organ,bladder urothelial cell,0.31125748,bladder organ,bladder urothelial cell,6,26663,6,26663,0.012185462,-0.2548027,True,False,False,359
TMPRSS2,GRPR,AND,18,0.0,0.0,0.017160453,0.0,0.008888889,0.2715751,pancreas,pancreatic acinar cell,0.2715751,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.2715751,True,False,False,360
CEACAM5,NECTIN4,AND,18,0.0,0.0,0.0017026956,0.002688172,0.06235566,0.27380952,respiratory system,basal cell,0.27380952,respiratory system,basal cell,5,10003,5,10003,-0.002688172,-0.27380952,True,False,False,361
GRPR,MUC1,AND,18,0.0,0.0,0.0014748904,0.0,0.0,0.27497727,pancreas,pancreatic acinar cell,0.27497727,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.27497727,True,False,False,362
GRPR,EPCAM,AND,18,0.0,0.0,0.017289052,0.0,0.008888889,0.27585876,pancreas,pancreatic acinar cell,0.27585876,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.27585876,True,False,False,363
GRPR,CD46,AND,18,0.0,0.0,0.016703058,0.0,0.008888889,0.2789991,pancreas,pancreatic acinar cell,0.2789991,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.2789991,True,False,False,364
HPN,GRPR,AND,18,0.0,0.0,0.016463768,0.0,0.008888889,0.2817632,pancreas,pancreatic acinar cell,0.2817632,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.2817632,True,False,False,365
GRPR,CDH1,AND,18,0.0,0.0,0.014850721,0.0,0.0044444446,0.2880494,pancreas,pancreatic acinar cell,0.2880494,pancreas,pancreatic acinar cell,2,5482,2,5482,0.0,-0.2880494,True,False,False,366
NECTIN4,MSLN,AND,18,0.0,0.0,0.0013729773,0.017783832,0.17090069,0.3125,eye,corneal epithelial cell,0.3125,eye,corneal epithelial cell,3,4179,3,4179,-0.017783832,-0.3125,True,False,False,367
CEACAM5,ERBB2,AND,18,0.0,0.0,0.0031546382,0.002688172,0.05773672,0.3137255,colon,enterocyte of epithelium of large intestine,0.3137255,colon,enterocyte of epithelium of large intestine,3,3666,3,3666,-0.002688172,-0.3137255,True,False,False,368
CD276,FOLR1,AND,18,0.0,0.0,0.0011111111,0.008574352,0.027713627,0.33333334,respiratory system,mucus secreting cell,0.33333334,respiratory system,mucus secreting cell,5,269,5,269,-0.008574352,-0.33333334,True,False,False,369
STEAP1,MSLN,AND,18,0.0,0.0,0.004082258,0.009366433,0.11778291,0.34973627,lung,respiratory goblet cell,0.34973627,lung,respiratory goblet cell,4,978,4,978,-0.009366433,-0.34973627,True,False,False,370
FOLH1,FOLR1,AND,18,0.0,0.0,0.0023661677,0.0,0.0039588283,0.35011005,tongue,salivary gland cell,0.35011005,tongue,salivary gland cell,2,734,2,734,0.0,-0.35011005,True,False,False,371
STEAP2,MSLN,AND,18,0.0,0.0,0.0040577636,0.016567992,0.12702079,0.3666433,lung,respiratory goblet cell,0.3666433,lung,respiratory goblet cell,4,978,4,978,-0.016567992,-0.3666433,True,False,False,372
STEAP1,FOLR1,AND,18,0.0,0.0,0.003477279,0.020912271,0.10344828,0.38419282,lung,respiratory goblet cell,0.38419282,lung,respiratory goblet cell,4,978,4,978,-0.020912271,-0.38419282,True,False,False,373
PSCA,MSLN,AND,18,0.0,0.0,0.00093395024,0.023480553,0.16859505,0.38846254,lung,respiratory goblet cell,0.38846254,lung,respiratory goblet cell,4,978,4,978,-0.023480553,-0.38846254,True,False,False,374
TMPRSS2,MSLN,AND,18,0.0,0.0,0.003927045,0.016446441,0.12702079,0.42826086,colon,"BEST4+ intestinal epithelial cell, human",0.42826086,colon,"BEST4+ intestinal epithelial cell, human",4,1090,4,1090,-0.016446441,-0.42826086,True,False,False,375
PSCA,FOLR1,AND,18,0.0,0.0,0.0011111111,0.016275315,0.06928407,0.4436192,lung,respiratory goblet cell,0.4436192,lung,respiratory goblet cell,4,978,4,978,-0.016275315,-0.4436192,True,False,False,376
MSLN,ERBB2,AND,18,0.0,0.0,0.0012106324,0.018440941,0.1778291,0.45360824,ovary,glandular epithelial cell,0.45360824,ovary,glandular epithelial cell,3,232,3,232,-0.018440941,-0.45360824,True,False,False,377
HPN,FOLR1,AND,18,0.0,0.0,0.00046943242,0.0023829031,0.06896552,0.47162098,lung,pulmonary alveolar type 2 cell,0.47162098,lung,pulmonary alveolar type 2 cell,4,10845,4,10845,-0.0023829031,-0.47162098,True,False,False,378
STEAP2,FOLR1,AND,18,0.0,0.0,0.0023661677,0.021690188,0.10344828,0.4878049,respiratory system,mucus secreting cell,0.4878049,respiratory system,mucus secreting cell,5,269,5,269,-0.021690188,-0.4878049,True,False,False,379
CEACAM5,MSLN,AND,18,0.0,0.0,0.0,0.000698324,0.06004619,0.49658385,colon,"BEST4+ intestinal epithelial cell, human",0.49658385,colon,"BEST4+ intestinal epithelial cell, human",4,1090,4,1090,-0.000698324,-0.49658385,True,False,False,380
STEAP4,MSLN,AND,18,0.0,0.0,0.003345513,0.011075228,0.12561983,0.503452,lung,respiratory goblet cell,0.503452,lung,respiratory goblet cell,4,978,4,978,-0.011075228,-0.503452,True,False,False,381
NECTIN4,MUC1,AND,18,0.0,0.04143773,0.0665758,0.08358259,0.25289255,0.59790134,bladder organ,bladder urothelial cell,0.59790134,bladder organ,bladder urothelial cell,6,26663,6,26663,-0.042144857,-0.5564636,True,False,False,382
NECTIN4,FOLR1,AND,18,0.0,0.0,0.00075075077,0.021150015,0.07852194,0.5833333,respiratory system,mucus secreting cell,0.5833333,respiratory system,mucus secreting cell,5,269,5,269,-0.021150015,-0.5833333,True,False,False,383
CEACAM5,ADAM9,AND,18,0.0,0.0,0.0021742461,0.0,0.053117782,0.5833334,skin of body,sebum secreting cell,0.5833334,skin of body,sebum secreting cell,2,65,2,65,0.0,-0.5833334,True,False,False,384
CEACAM5,MUC1,AND,18,0.0,0.0,0.0023843588,0.0034246575,0.064665124,0.5895954,colon,intestinal crypt stem cell of colon,0.5895954,colon,intestinal crypt stem cell of colon,3,1703,3,1703,-0.0034246575,-0.5895954,True,False,False,385
CEACAM5,CD46,AND,18,0.0,0.0,0.003626189,0.004382512,0.06235566,0.5964912,skin of body,sebum secreting cell,0.5964912,skin of body,sebum secreting cell,2,65,2,65,-0.004382512,-0.5964912,True,False,False,386
TACSTD2,CEACAM5,AND,18,0.0,0.0,0.003626189,0.0034246575,0.064665124,0.6096491,skin of body,sebum secreting cell,0.6096491,skin of body,sebum secreting cell,2,65,2,65,-0.0034246575,-0.6096491,True,False,False,387
ADAM9,MSLN,AND,18,0.0,0.0,0.0021820306,0.015124326,0.15011548,0.6185567,ovary,glandular epithelial cell,0.6185567,ovary,glandular epithelial cell,3,232,3,232,-0.015124326,-0.6185567,True,False,False,388
TMPRSS2,CEACAM5,AND,18,0.0,0.0,0.0025150778,0.0017123288,0.03926097,0.7162018,colon,"BEST4+ intestinal epithelial cell, human",0.7162018,colon,"BEST4+ intestinal epithelial cell, human",4,1090,4,1090,-0.0017123288,-0.7162018,True,False,False,389
TMPRSS2,FOLR1,AND,18,0.0,0.0,0.002025336,0.024286084,0.085450344,0.730548,lung,pulmonary alveolar type 2 cell,0.730548,lung,pulmonary alveolar type 2 cell,4,10845,4,10845,-0.024286084,-0.730548,True,False,False,390
STEAP4,FOLR1,AND,18,0.0,0.0,0.0023661677,0.0173547,0.06928407,0.73596644,lung,pulmonary alveolar type 2 cell,0.73596644,lung,pulmonary alveolar type 2 cell,4,10845,4,10845,-0.0173547,-0.73596644,True,False,False,391
FOLR1,ERBB2,AND,18,0.0,0.0,0.0022026934,0.024741404,0.13793103,0.7362889,lung,club cell,0.7362889,lung,club cell,4,1722,4,1722,-0.024741404,-0.7362889,True,False,False,392
ADAM9,FOLR1,AND,18,0.0,0.0,0.0014868162,0.023435185,0.10344828,0.75609756,respiratory system,mucus secreting cell,0.75609756,respiratory system,mucus secreting cell,5,269,5,269,-0.023435185,-0.75609756,True,False,False,393
CEACAM5,CDH1,AND,18,0.0,0.0,0.003626189,0.004382512,0.055427253,0.7716776,colon,"BEST4+ intestinal epithelial cell, human",0.7716776,colon,"BEST4+ intestinal epithelial cell, human",4,1090,4,1090,-0.004382512,-0.7716776,True,False,False,394
EPCAM,CEACAM5,AND,18,0.0,0.0,0.003626189,0.004382512,0.05773672,0.7955291,colon,"BEST4+ intestinal epithelial cell, human",0.7955291,colon,"BEST4+ intestinal epithelial cell, human",4,1090,4,1090,-0.004382512,-0.7955291,True,False,False,395
CDH1,MSLN,AND,18,0.0,0.0,0.00309472,0.028770838,0.1778291,0.8,ovary,glandular epithelial cell,0.8,ovary,glandular epithelial cell,3,232,3,232,-0.028770838,-0.8,True,False,False,396
CD46,MSLN,AND,18,0.0,0.0,0.0033316638,0.030850388,0.21709007,0.8,ovary,glandular epithelial cell,0.8,ovary,glandular epithelial cell,3,232,3,232,-0.030850388,-0.8,True,False,False,397
FOLR1,MSLN,AND,18,0.0,0.0,0.0,0.009891313,0.085450344,0.8,ovary,glandular epithelial cell,0.8,ovary,glandular epithelial cell,3,232,3,232,-0.009891313,-0.8,True,False,False,398
EPCAM,MSLN,AND,18,0.0,0.0,0.0033316638,0.027554529,0.19168591,0.8,ovary,glandular epithelial cell,0.8,ovary,glandular epithelial cell,3,232,3,232,-0.027554529,-0.8,True,False,False,399
MSLN,MUC1,AND,18,0.0,0.0,0.0007332072,0.021212492,0.20554273,0.82474226,ovary,glandular epithelial cell,0.82474226,ovary,glandular epithelial cell,3,232,3,232,-0.021212492,-0.82474226,True,False,False,400
CD46,FOLR1,AND,18,0.0,0.0,0.003477279,0.03971175,0.12702079,0.8325143,lung,club cell,0.8325143,lung,club cell,4,1722,4,1722,-0.03971175,-0.8325143,True,False,False,401
TACSTD2,MSLN,AND,18,0.0,0.0,0.0035909836,0.032652337,0.23787528,0.8556701,ovary,glandular epithelial cell,0.8556701,ovary,glandular epithelial cell,3,232,3,232,-0.032652337,-0.8556701,True,False,False,402
TACSTD2,FOLR1,AND,18,0.0,0.0,0.003477279,0.041058976,0.13793103,0.87622166,lung,club cell,0.87622166,lung,club cell,4,1722,4,1722,-0.041058976,-0.87622166,True,False,False,403
CDH1,FOLR1,AND,18,0.0,0.0,0.0031364472,0.03249362,0.108545035,0.886896,lung,club cell,0.886896,lung,club cell,4,1722,4,1722,-0.03249362,-0.886896,True,False,False,404
EPCAM,FOLR1,AND,18,0.0,0.0,0.0031364472,0.037567206,0.11778291,0.8945673,lung,club cell,0.8945673,lung,club cell,4,1722,4,1722,-0.037567206,-0.8945673,True,False,False,405
FOLR1,MUC1,AND,18,0.0,0.0,0.0018967353,0.023005825,0.1039261,0.9230958,lung,club cell,0.9230958,lung,club cell,4,1722,4,1722,-0.023005825,-0.9230958,True,False,False,406
